,Time,T1,Q1
0,0.0,20.6272,65.9034597850861
1,3.0,20.949499999999997,100.0
2,4.0,20.949499999999997,100.0
3,5.0,20.949499999999997,100.0
4,6.0,20.949499999999997,100.0
5,7.01,21.2718,100.0
6,8.01,21.2718,100.0
7,11.0,21.9164,100.0
8,12.0,22.238699999999998,100.0
9,13.01,22.238699999999998,100.0
10,14.0,22.561,100.0
11,15.01,22.561,100.0
12,17.0,23.205599999999997,100.0
13,18.01,23.5279,100.0
14,19.0,23.5279,100.0
15,20.0,23.850199999999997,100.0
16,21.01,24.1725,100.0
17,22.01,24.494799999999998,100.0
18,25.0,25.1394,100.0
19,26.01,25.461699999999997,100.0
20,27.01,25.784,100.0
21,28.01,26.106299999999997,100.0
22,29.0,26.4286,100.0
23,31.01,27.073199999999996,100.0
24,32.01,27.3955,100.0
25,34.0,28.0401,100.0
26,35.0,28.362399999999997,100.0
27,36.01,28.6847,100.0
28,37.0,29.006999999999998,100.0
29,38.0,29.329299999999996,100.0
30,39.0,29.329299999999996,100.0
31,41.0,29.973899999999997,100.0
32,42.0,30.618499999999997,100.0
33,43.0,30.940799999999996,100.0
34,45.0,31.263099999999998,100.0
35,46.01,31.9077,100.0
36,48.0,32.23,100.0
37,49.01,32.552299999999995,100.0
38,51.0,33.1969,100.0
39,52.01,33.5192,100.0
40,54.01,34.163799999999995,100.0
41,55.0,34.4861,100.0
42,57.0,35.1307,100.0
43,58.0,35.452999999999996,100.0
44,59.01,35.775299999999994,100.0
45,60.01,36.0976,100.0
46,61.01,36.4199,100.0
47,63.0,37.064499999999995,100.0
48,64.0,37.386799999999994,100.0
49,66.0,38.0314,100.0
50,67.0,38.0314,100.0
51,69.01,38.675999999999995,100.0
52,70.01,38.9983,100.0
53,72.0,39.6429,100.0
54,73.0,39.965199999999996,100.0
55,75.0,40.6098,100.0
56,76.0,40.6098,100.0
57,78.0,41.2544,100.0
58,79.0,41.576699999999995,100.0
59,80.01,41.898999999999994,100.0
60,81.01,42.2213,100.0
61,82.01,42.5436,100.0
62,83.0,42.5436,100.0
63,85.01,43.188199999999995,100.0
64,86.0,43.51049999999999,100.0
65,87.0,43.8328,100.0
66,89.0,44.1551,100.0
67,90.01,44.477399999999996,100.0
68,92.0,45.122,100.0
69,93.0,45.4443,100.0
70,95.0,45.7666,100.0
71,96.0,46.088899999999995,100.0
72,98.01,46.411199999999994,100.0
73,99.0,46.7335,100.0
74,101.01,47.0558,100.0
75,102.01,47.378099999999996,100.0
76,103.01,47.700399999999995,100.0
77,104.0,48.02269999999999,100.0
78,105.0,48.02269999999999,100.0
79,106.01,48.345,100.0
80,108.0,48.6673,100.0
81,109.01,48.989599999999996,100.0
82,110.01,49.311899999999994,100.0
83,112.0,49.63419999999999,100.0
84,113.01,49.9565,100.0
85,114.01,50.2788,100.0
86,115.0,50.601099999999995,100.0
87,116.0,50.601099999999995,100.0
88,118.0,51.2457,100.0
89,119.01,51.2457,100.0
90,121.0,51.568,100.0
91,122.01,51.890299999999996,100.0
92,123.0,52.212599999999995,100.0
93,124.01,52.212599999999995,100.0
94,125.01,52.53489999999999,100.0
95,127.0,52.8572,100.0
96,128.01,53.1795,100.0
97,130.0,53.501799999999996,100.0
98,131.0,53.501799999999996,100.0
99,133.0,54.14639999999999,98.84226832565054
100,134.01,54.4687,96.21714031044122
101,136.0,54.791,95.84875751953088
102,137.01,54.791,90.91413407114834
103,139.01,55.113299999999995,90.67497682898755
104,140.0,55.435599999999994,87.9119648678197
105,142.0,55.75789999999999,85.30650491472718
106,143.0,55.75789999999999,82.49318347135454
107,144.01,56.0802,82.24443837723382
108,145.0,56.0802,79.54280662115363
109,146.01,56.402499999999996,79.23330787871922
110,148.0,56.724799999999995,76.60554067171451
111,149.01,56.724799999999995,73.73306279192337
112,150.0,57.04709999999999,73.37615507669078
113,151.01,57.04709999999999,73.0989931180325
114,152.0,57.04709999999999,70.28644005192143
115,153.01,57.3694,67.41409311667034
116,155.01,57.3694,69.44328278472571
117,156.01,57.6917,66.9041146529872
118,157.01,57.6917,63.994514480442106
119,159.0,58.013999999999996,63.605546150984416
120,160.0,58.013999999999996,63.088299424607406
121,161.01,58.013999999999996,60.45207332868726
122,162.01,58.013999999999996,59.949295805188804
123,163.01,58.013999999999996,59.461896798051555
124,164.01,58.336299999999994,56.6366483134851
125,166.01,58.336299999999994,56.32253721987198
126,167.01,58.336299999999994,55.881692844624915
127,168.0,58.336299999999994,55.39024415350687
128,170.0,58.336299999999994,52.64430732059509
129,171.01,58.65859999999999,54.50161920747519
130,172.01,58.65859999999999,54.266139661021825
131,173.01,58.65859999999999,53.727788489216586
132,174.01,58.65859999999999,51.09999602758069
133,175.01,58.65859999999999,50.462226311498895
134,177.0,58.65859999999999,50.08966877234212
135,178.01,58.65859999999999,49.77815717411576
136,179.0,58.65859999999999,49.15043314623384
137,181.0,58.65859999999999,48.81769953532829
138,182.01,58.65859999999999,48.3940647409524
139,184.0,58.65859999999999,47.90503784539477
140,185.01,58.65859999999999,47.55073391708735
141,187.0,58.336299999999994,47.09621423708637
142,188.01,58.336299999999994,46.80833845079326
143,189.01,58.336299999999994,48.636360976864104
144,190.0,58.336299999999994,48.37456614524945
145,191.01,58.336299999999994,47.93835476401542
146,193.01,58.336299999999994,47.4328238428701
147,194.0,58.336299999999994,47.07175231332252
148,195.01,58.336299999999994,46.6238756507426
149,196.01,58.336299999999994,46.16394443229249
150,197.01,58.336299999999994,45.86871635991562
151,199.0,58.013999999999996,45.482602846963985
