,Time,T1,Q1
0,0,20.949499999999997,100
1,1,20.6272,100
2,2,20.949499999999997,100
3,3,20.949499999999997,100
4,4,20.949499999999997,100
5,5,20.949499999999997,100
6,6,21.2718,100
7,7,21.2718,100
8,8,21.2718,100
9,9,21.594099999999997,100
10,10,21.594099999999997,100
11,11,21.9164,100
12,12,21.9164,100
13,13,22.238699999999998,100
14,14,22.561,100
15,15,22.561,100
16,16,22.8833,100
17,17,23.205599999999997,100
18,18,23.5279,100
19,19,23.850199999999997,100
20,20,23.850199999999997,100
21,21,24.1725,100
22,22,24.494799999999998,100
23,23,24.494799999999998,100
24,24,24.817099999999996,100
25,25,25.1394,100
26,26,25.461699999999997,100
27,27,25.784,100
28,28,26.106299999999997,100
29,29,26.4286,100
30,30,26.750899999999998,100
31,31,27.073199999999996,100
32,32,27.3955,100
33,33,27.717799999999997,100
34,34,28.0401,100
35,35,28.362399999999997,100
36,36,28.6847,100
37,37,29.006999999999998,100
38,38,29.329299999999996,100
39,39,29.6516,100
40,40,29.973899999999997,100
41,41,30.2962,100
42,42,30.618499999999997,100
43,43,30.618499999999997,100
44,44,31.263099999999998,100
45,45,31.263099999999998,100
46,46,31.9077,100
47,47,31.9077,100
48,48,32.552299999999995,100
49,49,32.552299999999995,100
50,50,32.8746,100
51,51,33.1969,100
52,52,33.841499999999996,100
53,53,33.841499999999996,100
54,54,34.163799999999995,100
55,55,34.4861,100
56,56,34.8084,100
57,57,35.1307,100
58,58,35.452999999999996,100
59,59,35.775299999999994,100
60,60,36.0976,100
61,61,36.4199,100
62,62,36.7422,100
63,63,37.064499999999995,100
64,64,37.386799999999994,100
65,65,37.7091,100
66,66,38.0314,100
67,67,38.353699999999996,100
68,68,38.675999999999995,100
69,69,38.675999999999995,100
70,70,38.9983,100
71,71,39.3206,100
72,72,39.6429,100
73,73,39.965199999999996,100
74,74,40.287499999999994,100
75,75,40.6098,100
76,76,40.9321,100
77,77,40.9321,100
78,78,41.2544,100
79,79,41.576699999999995,100
80,80,41.898999999999994,100
81,81,42.2213,100
82,82,42.5436,100
83,83,42.865899999999996,100
84,84,42.865899999999996,100
85,85,43.188199999999995,100
86,86,43.51049999999999,100
87,87,43.8328,100
88,88,44.1551,100
89,89,44.1551,100
90,90,44.477399999999996,100
91,91,44.799699999999994,100
92,92,45.122,100
93,93,45.4443,100
94,94,45.4443,100
95,95,45.7666,100
96,96,46.088899999999995,100
97,97,46.088899999999995,100
98,98,46.411199999999994,100
99,99,46.7335,100
100,100,47.0558,100
101,101,47.378099999999996,100
102,102,47.378099999999996,100
103,103,47.700399999999995,100
104,104,48.02269999999999,100
105,105,48.02269999999999,100
106,106,48.345,100
107,107,48.6673,100
108,108,48.6673,100
109,109,49.311899999999994,100
110,110,49.311899999999994,100
111,111,49.63419999999999,100
112,112,49.63419999999999,100
113,113,49.9565,100
114,114,50.2788,100
115,115,50.2788,100
116,116,50.601099999999995,100
117,117,50.923399999999994,100
118,118,51.2457,100
119,119,51.2457,100
120,120,51.568,100
121,121,51.890299999999996,100
122,122,51.890299999999996,100
123,123,52.212599999999995,100
124,124,52.212599999999995,100
125,125,52.53489999999999,100
126,126,52.53489999999999,100
127,127,52.8572,100
128,128,52.8572,100
129,129,53.1795,100
130,130,53.501799999999996,100
131,131,53.824099999999994,100
132,132,53.824099999999994,100
133,133,54.14639999999999,100
134,134,54.14639999999999,100
135,135,54.4687,100
136,136,54.791,100
137,137,54.791,100
138,138,55.113299999999995,100
139,139,55.113299999999995,100
140,140,55.435599999999994,100
141,141,55.75789999999999,100
142,142,55.75789999999999,100
143,143,56.0802,100
144,144,56.0802,100
145,145,56.402499999999996,100
146,146,56.402499999999996,100
147,147,56.724799999999995,100
148,148,56.724799999999995,100
149,149,57.04709999999999,100
150,150,57.04709999999999,100
151,151,57.3694,100
152,152,57.3694,100
153,153,57.6917,100
154,154,57.6917,100
155,155,58.013999999999996,100
156,156,58.013999999999996,100
157,157,58.336299999999994,100
158,158,58.336299999999994,100
159,159,58.65859999999999,100
160,160,58.65859999999999,100
161,161,58.65859999999999,100
162,162,58.9809,100
163,163,59.3032,100
164,164,59.3032,100
165,165,59.625499999999995,100
166,166,59.625499999999995,100
167,167,59.625499999999995,100
168,168,59.947799999999994,100
169,169,59.947799999999994,100
170,170,60.27009999999999,100
171,171,60.27009999999999,100
172,172,60.5924,100
173,173,60.5924,100
174,174,60.914699999999996,100
175,175,60.914699999999996,100
176,176,61.236999999999995,100
177,177,61.236999999999995,100
178,178,61.236999999999995,100
179,179,61.55929999999999,100
180,180,61.88159999999999,100
181,181,61.88159999999999,100
182,182,62.2039,100
183,183,62.2039,100
184,184,62.2039,100
185,185,62.2039,100
186,186,62.526199999999996,100
187,187,62.526199999999996,100
188,188,62.848499999999994,100
189,189,62.848499999999994,100
190,190,62.848499999999994,100
191,191,63.17079999999999,100
192,192,63.17079999999999,100
193,193,63.4931,100
194,194,63.4931,100
195,195,63.8154,100
196,196,63.8154,100
197,197,63.8154,100
198,198,64.1377,100
199,199,64.1377,100
200,200,64.1377,100
201,201,64.46,100
202,202,64.46,100
203,203,64.78229999999999,100
204,204,64.78229999999999,100
205,205,64.78229999999999,100
206,206,64.78229999999999,100
207,207,65.10459999999999,100
208,208,65.10459999999999,100
209,209,65.10459999999999,100
210,210,65.42689999999999,100
211,211,65.42689999999999,100
212,212,65.42689999999999,100
213,213,65.7492,100
214,214,65.7492,100
215,215,65.7492,100
216,216,66.0715,100
217,217,66.0715,100
218,218,66.3938,100
219,219,66.3938,100
220,220,66.3938,100
221,221,66.7161,100
222,222,66.7161,100
223,223,66.7161,100
224,224,66.7161,100
225,225,67.0384,100
226,226,67.0384,100
227,227,67.0384,100
228,228,67.0384,100
229,229,67.3607,100
230,230,67.3607,100
231,231,67.68299999999999,100
232,232,67.68299999999999,100
233,233,67.68299999999999,100
234,234,68.00529999999999,100
235,235,68.00529999999999,100
236,236,68.00529999999999,100
237,237,68.00529999999999,100
238,238,68.00529999999999,100
239,239,68.32759999999999,100
240,240,68.32759999999999,100
241,241,68.32759999999999,100
242,242,68.64989999999999,100
243,243,68.64989999999999,100
244,244,68.64989999999999,100
245,245,68.9722,100
246,246,68.9722,100
247,247,68.9722,100
248,248,68.9722,100
249,249,69.2945,100
250,250,69.2945,100
251,251,69.2945,100
252,252,69.2945,100
253,253,69.6168,100
254,254,69.6168,100
255,255,69.6168,100
